family,field,sibling_title,current_value,proposed_action
Heavyweight Sweatpants,metafield:Metafield: shopify.size [list.metaobject_reference],Forest Green Heavyweight Sweatpants,"shopify--size.s, shopify--size.m, shopify--size.l, shopify--size.xl, shopify--size.2xl",per Rule G8
Heavyweight Sweatpants,metafield:Metafield: shopify.size [list.metaobject_reference],Washed Red Heavyweight Sweatpants,"shopify--size.s, shopify--size.m, shopify--size.l, shopify--size.xl, shopify--size.2xl",per Rule G8
Heavyweight Sweatpants,metafield:Metafield: shopify.size [list.metaobject_reference],Heather grey Heavyweight Sweatpants,"shopify--size.s, shopify--size.m, shopify--size.l, shopify--size.xl, shopify--size.2xl",per Rule G8
Heavyweight Sweatpants,metafield:Metafield: shopify.size [list.metaobject_reference],Pitch Black Heavyweight Sweatpants,"shopify--size.s, shopify--size.m, shopify--size.l, shopify--size.xl, shopify--size.2xl",per Rule G8
Heavyweight Sweatpants,metafield:Metafield: shopify.size [list.metaobject_reference],Amethyst Heavyweight Sweatpants,"shopify--size.s, shopify--size.m, shopify--size.l, shopify--size.xl, shopify--size.2xl, shopify--size.3xl, shopify--size.4xl",per Rule G8
Heavyweight Sweatpants,metafield:Metafield: shopify.size [list.metaobject_reference],Amethyst Camo Heavyweight Sweatpants,"shopify--size.small, shopify--size.medium, shopify--size.large, shopify--size.xl, shopify--size.2xl, shopify--size.3xl, shopify--size.4xl",per Rule G8
Heavyweight Sweatpants,metafield:Metafield: shopify.size [list.metaobject_reference],Arctic Camo Heavyweight Sweatpants,"shopify--size.s, shopify--size.m, shopify--size.l, shopify--size.xl, shopify--size.2xl, shopify--size.3xl, shopify--size.4xl",per Rule G8
Heavyweight Sweatpants,metafield:Metafield: shopify.size [list.metaobject_reference],Cherry Blossom Heavyweight Sweats,"shopify--size.small, shopify--size.medium, shopify--size.large, shopify--size.xl, shopify--size.2xl, shopify--size.3xl, shopify--size.4xl",per Rule G8
Heavyweight Sweatpants,metafield:Metafield: custom.size_chart_image [file_reference],Gunmetal Gray Heavyweight Sweatpants,SWEATPANTS_768b4145-9631-4a90-9512-9527620a1ce2.jpg,per Rule G8
Heavyweight Sweatpants,metafield:Metafield: custom.size_chart_image [file_reference],Faded Black Heavyweight Sweatpants,SWEATPANTS_768b4145-9631-4a90-9512-9527620a1ce2.jpg,per Rule G8
Heavyweight Sweatpants,metafield:Metafield: custom.size_chart_image [file_reference],Navy Heavyweight Sweatpants,SWEATPANTS_768b4145-9631-4a90-9512-9527620a1ce2.jpg,per Rule G8
Heavyweight Sweatpants,metafield:Metafield: custom.size_chart_image [file_reference],Forest Green Heavyweight Sweatpants,SWEATPANTS_768b4145-9631-4a90-9512-9527620a1ce2.jpg,per Rule G8
Heavyweight Sweatpants,metafield:Metafield: custom.size_chart_image [file_reference],Washed Red Heavyweight Sweatpants,SWEATPANTS_768b4145-9631-4a90-9512-9527620a1ce2.jpg,per Rule G8
Heavyweight Sweatpants,metafield:Metafield: custom.size_chart_image [file_reference],Heather grey Heavyweight Sweatpants,SWEATPANTS_768b4145-9631-4a90-9512-9527620a1ce2.jpg,per Rule G8
Heavyweight Sweatpants,metafield:Metafield: custom.size_chart_image [file_reference],Pitch Black Heavyweight Sweatpants,SWEATPANTS_768b4145-9631-4a90-9512-9527620a1ce2.jpg,per Rule G8
Heavyweight Sweatpants,metafield:Metafield: custom.size_chart_image [file_reference],Amethyst Heavyweight Sweatpants,(null),per Rule G8
Heavyweight Sweatpants,metafield:Metafield: custom.size_chart_image [file_reference],Amethyst Camo Heavyweight Sweatpants,(null),per Rule G8
Heavyweight Sweatpants,metafield:Metafield: custom.size_chart_image [file_reference],Arctic Camo Heavyweight Sweatpants,(null),per Rule G8
Heavyweight Sweatpants,metafield:Metafield: custom.size_chart_image [file_reference],Cherry Blossom Heavyweight Sweats,(null),per Rule G8
Heavyweight Sweatpants,metafield:Metafield: shopify.pants-length-type [list.metaobject_reference],Gunmetal Gray Heavyweight Sweatpants,(null),per Rule G8
Heavyweight Sweatpants,metafield:Metafield: shopify.pants-length-type [list.metaobject_reference],Faded Black Heavyweight Sweatpants,(null),per Rule G8
Heavyweight Sweatpants,metafield:Metafield: shopify.pants-length-type [list.metaobject_reference],Navy Heavyweight Sweatpants,shopify--pants-length-type.long,per Rule G8
Heavyweight Sweatpants,metafield:Metafield: shopify.pants-length-type [list.metaobject_reference],Forest Green Heavyweight Sweatpants,shopify--pants-length-type.long,per Rule G8
Heavyweight Sweatpants,metafield:Metafield: shopify.pants-length-type [list.metaobject_reference],Washed Red Heavyweight Sweatpants,shopify--pants-length-type.long,per Rule G8
Heavyweight Sweatpants,metafield:Metafield: shopify.pants-length-type [list.metaobject_reference],Heather grey Heavyweight Sweatpants,shopify--pants-length-type.long,per Rule G8
Heavyweight Sweatpants,metafield:Metafield: shopify.pants-length-type [list.metaobject_reference],Pitch Black Heavyweight Sweatpants,shopify--pants-length-type.long,per Rule G8
Heavyweight Sweatpants,metafield:Metafield: shopify.pants-length-type [list.metaobject_reference],Amethyst Heavyweight Sweatpants,(null),per Rule G8
Heavyweight Sweatpants,metafield:Metafield: shopify.pants-length-type [list.metaobject_reference],Amethyst Camo Heavyweight Sweatpants,(null),per Rule G8
Heavyweight Sweatpants,metafield:Metafield: shopify.pants-length-type [list.metaobject_reference],Arctic Camo Heavyweight Sweatpants,(null),per Rule G8
Heavyweight Sweatpants,metafield:Metafield: shopify.pants-length-type [list.metaobject_reference],Cherry Blossom Heavyweight Sweats,shopify--pants-length-type.long,per Rule G8
Heavyweight Sweatpants,metafield:Metafield: shopify.activewear-clothing-features [list.metaobject_reference],Gunmetal Gray Heavyweight Sweatpants,(null),per Rule G8
Heavyweight Sweatpants,metafield:Metafield: shopify.activewear-clothing-features [list.metaobject_reference],Faded Black Heavyweight Sweatpants,(null),per Rule G8
Heavyweight Sweatpants,metafield:Metafield: shopify.activewear-clothing-features [list.metaobject_reference],Navy Heavyweight Sweatpants,"shopify--activewear-clothing-features.adjustable-waistband, shopify--activewear-clothing-features.breathable-design",per Rule G8
Heavyweight Sweatpants,metafield:Metafield: shopify.activewear-clothing-features [list.metaobject_reference],Forest Green Heavyweight Sweatpants,"shopify--activewear-clothing-features.adjustable-waistband, shopify--activewear-clothing-features.breathable-design",per Rule G8
Heavyweight Sweatpants,metafield:Metafield: shopify.activewear-clothing-features [list.metaobject_reference],Washed Red Heavyweight Sweatpants,"shopify--activewear-clothing-features.adjustable-waistband, shopify--activewear-clothing-features.breathable-design",per Rule G8
Heavyweight Sweatpants,metafield:Metafield: shopify.activewear-clothing-features [list.metaobject_reference],Heather grey Heavyweight Sweatpants,"shopify--activewear-clothing-features.adjustable-waistband, shopify--activewear-clothing-features.breathable-design",per Rule G8
Heavyweight Sweatpants,metafield:Metafield: shopify.activewear-clothing-features [list.metaobject_reference],Pitch Black Heavyweight Sweatpants,"shopify--activewear-clothing-features.adjustable-waistband, shopify--activewear-clothing-features.breathable-design",per Rule G8
Heavyweight Sweatpants,metafield:Metafield: shopify.activewear-clothing-features [list.metaobject_reference],Amethyst Heavyweight Sweatpants,(null),per Rule G8
Heavyweight Sweatpants,metafield:Metafield: shopify.activewear-clothing-features [list.metaobject_reference],Amethyst Camo Heavyweight Sweatpants,(null),per Rule G8
Heavyweight Sweatpants,metafield:Metafield: shopify.activewear-clothing-features [list.metaobject_reference],Arctic Camo Heavyweight Sweatpants,(null),per Rule G8
Heavyweight Sweatpants,metafield:Metafield: shopify.activewear-clothing-features [list.metaobject_reference],Cherry Blossom Heavyweight Sweats,"shopify--activewear-clothing-features.body-contouring-fit, shopify--activewear-clothing-features.breathable-design, shopify--activewear-clothing-features.four-way-stretch",per Rule G8
Heavyweight Sweatpants,metafield:Metafield: mm-google-shopping.google_product_category [string],Gunmetal Gray Heavyweight Sweatpants,(null),per Rule G8
Heavyweight Sweatpants,metafield:Metafield: mm-google-shopping.google_product_category [string],Faded Black Heavyweight Sweatpants,(null),per Rule G8
Heavyweight Sweatpants,metafield:Metafield: mm-google-shopping.google_product_category [string],Navy Heavyweight Sweatpants,5322,per Rule G8
Heavyweight Sweatpants,metafield:Metafield: mm-google-shopping.google_product_category [string],Forest Green Heavyweight Sweatpants,5322,per Rule G8
Heavyweight Sweatpants,metafield:Metafield: mm-google-shopping.google_product_category [string],Washed Red Heavyweight Sweatpants,5322,per Rule G8
Heavyweight Sweatpants,metafield:Metafield: mm-google-shopping.google_product_category [string],Heather grey Heavyweight Sweatpants,5322,per Rule G8
Heavyweight Sweatpants,metafield:Metafield: mm-google-shopping.google_product_category [string],Pitch Black Heavyweight Sweatpants,5322,per Rule G8
Heavyweight Sweatpants,metafield:Metafield: mm-google-shopping.google_product_category [string],Amethyst Heavyweight Sweatpants,(null),per Rule G8
Heavyweight Sweatpants,metafield:Metafield: mm-google-shopping.google_product_category [string],Amethyst Camo Heavyweight Sweatpants,5322,per Rule G8
Heavyweight Sweatpants,metafield:Metafield: mm-google-shopping.google_product_category [string],Arctic Camo Heavyweight Sweatpants,(null),per Rule G8
Heavyweight Sweatpants,metafield:Metafield: mm-google-shopping.google_product_category [string],Cherry Blossom Heavyweight Sweats,(null),per Rule G8
Heavyweight Sweatpants,metafield:Metafield: mc-facebook.google_product_category [string],Gunmetal Gray Heavyweight Sweatpants,(null),per Rule G8
Heavyweight Sweatpants,metafield:Metafield: mc-facebook.google_product_category [string],Faded Black Heavyweight Sweatpants,(null),per Rule G8
Heavyweight Sweatpants,metafield:Metafield: mc-facebook.google_product_category [string],Navy Heavyweight Sweatpants,5322,per Rule G8
Heavyweight Sweatpants,metafield:Metafield: mc-facebook.google_product_category [string],Forest Green Heavyweight Sweatpants,5322,per Rule G8
Heavyweight Sweatpants,metafield:Metafield: mc-facebook.google_product_category [string],Washed Red Heavyweight Sweatpants,5322,per Rule G8
Heavyweight Sweatpants,metafield:Metafield: mc-facebook.google_product_category [string],Heather grey Heavyweight Sweatpants,5322,per Rule G8
Heavyweight Sweatpants,metafield:Metafield: mc-facebook.google_product_category [string],Pitch Black Heavyweight Sweatpants,5322,per Rule G8
Heavyweight Sweatpants,metafield:Metafield: mc-facebook.google_product_category [string],Amethyst Heavyweight Sweatpants,(null),per Rule G8
Heavyweight Sweatpants,metafield:Metafield: mc-facebook.google_product_category [string],Amethyst Camo Heavyweight Sweatpants,5322,per Rule G8
Heavyweight Sweatpants,metafield:Metafield: mc-facebook.google_product_category [string],Arctic Camo Heavyweight Sweatpants,(null),per Rule G8
Heavyweight Sweatpants,metafield:Metafield: mc-facebook.google_product_category [string],Cherry Blossom Heavyweight Sweats,5322,per Rule G8
Heavyweight Sweatpants,metafield:Metafield: custom.size_chart [multi_line_text_field],Gunmetal Gray Heavyweight Sweatpants,(null),per Rule G8
Heavyweight Sweatpants,metafield:Metafield: custom.size_chart [multi_line_text_field],Faded Black Heavyweight Sweatpants,(null),per Rule G8
Heavyweight Sweatpants,metafield:Metafield: custom.size_chart [multi_line_text_field],Navy Heavyweight Sweatpants,(null),per Rule G8
Heavyweight Sweatpants,metafield:Metafield: custom.size_chart [multi_line_text_field],Forest Green Heavyweight Sweatpants,(null),per Rule G8
Heavyweight Sweatpants,metafield:Metafield: custom.size_chart [multi_line_text_field],Washed Red Heavyweight Sweatpants,(null),per Rule G8
Heavyweight Sweatpants,metafield:Metafield: custom.size_chart [multi_line_text_field],Heather grey Heavyweight Sweatpants,(null),per Rule G8
Heavyweight Sweatpants,metafield:Metafield: custom.size_chart [multi_line_text_field],Pitch Black Heavyweight Sweatpants,(null),per Rule G8
Heavyweight Sweatpants,metafield:Metafield: custom.size_chart [multi_line_text_field],Amethyst Heavyweight Sweatpants,(null),per Rule G8
Heavyweight Sweatpants,metafield:Metafield: custom.size_chart [multi_line_text_field],Amethyst Camo Heavyweight Sweatpants,"Size,Waist,Inseam,Front Rise
S,37.5,79,31.6
M,40.5,79.5,32.6
L,43.5,80,33.6
XL,46,80.5,34.6
2XL,49,81,35.6
",per Rule G8
Heavyweight Sweatpants,metafield:Metafield: custom.size_chart [multi_line_text_field],Arctic Camo Heavyweight Sweatpants,"Size,Waist,Front Rise
S,114.3,34.9
M,119.4,36.2
L,124.5,37.5
XL,129.5,38.7
2XL,134.6,40",per Rule G8
Heavyweight Sweatpants,metafield:Metafield: custom.size_chart [multi_line_text_field],Cherry Blossom Heavyweight Sweats,"Size,Waist,Front Rise
S,114.3,34.9
M,119.4,36.2
L,124.5,37.5
XL,129.5,38.7
2XL,134.6,40",per Rule G8
Heavyweight Sweatpants,metafield:Metafield: shopify.activity [list.metaobject_reference],Gunmetal Gray Heavyweight Sweatpants,(null),per Rule G8
Heavyweight Sweatpants,metafield:Metafield: shopify.activity [list.metaobject_reference],Faded Black Heavyweight Sweatpants,(null),per Rule G8
Heavyweight Sweatpants,metafield:Metafield: shopify.activity [list.metaobject_reference],Navy Heavyweight Sweatpants,shopify--activity.universal,per Rule G8
Heavyweight Sweatpants,metafield:Metafield: shopify.activity [list.metaobject_reference],Forest Green Heavyweight Sweatpants,shopify--activity.universal,per Rule G8
Heavyweight Sweatpants,metafield:Metafield: shopify.activity [list.metaobject_reference],Washed Red Heavyweight Sweatpants,shopify--activity.universal,per Rule G8
Heavyweight Sweatpants,metafield:Metafield: shopify.activity [list.metaobject_reference],Heather grey Heavyweight Sweatpants,shopify--activity.universal,per Rule G8
Heavyweight Sweatpants,metafield:Metafield: shopify.activity [list.metaobject_reference],Pitch Black Heavyweight Sweatpants,shopify--activity.universal,per Rule G8
Heavyweight Sweatpants,metafield:Metafield: shopify.activity [list.metaobject_reference],Amethyst Heavyweight Sweatpants,(null),per Rule G8
Heavyweight Sweatpants,metafield:Metafield: shopify.activity [list.metaobject_reference],Amethyst Camo Heavyweight Sweatpants,(null),per Rule G8
Heavyweight Sweatpants,metafield:Metafield: shopify.activity [list.metaobject_reference],Arctic Camo Heavyweight Sweatpants,(null),per Rule G8
Heavyweight Sweatpants,metafield:Metafield: shopify.activity [list.metaobject_reference],Cherry Blossom Heavyweight Sweats,shopify--activity.universal,per Rule G8
Heavyweight Sweatpants,metafield:Metafield: shopify.target-gender [list.metaobject_reference],Gunmetal Gray Heavyweight Sweatpants,(null),per Rule G8
Heavyweight Sweatpants,metafield:Metafield: shopify.target-gender [list.metaobject_reference],Faded Black Heavyweight Sweatpants,(null),per Rule G8
Heavyweight Sweatpants,metafield:Metafield: shopify.target-gender [list.metaobject_reference],Navy Heavyweight Sweatpants,shopify--target-gender.male,per Rule G8
Heavyweight Sweatpants,metafield:Metafield: shopify.target-gender [list.metaobject_reference],Forest Green Heavyweight Sweatpants,shopify--target-gender.male,per Rule G8
Heavyweight Sweatpants,metafield:Metafield: shopify.target-gender [list.metaobject_reference],Washed Red Heavyweight Sweatpants,shopify--target-gender.male,per Rule G8
Heavyweight Sweatpants,metafield:Metafield: shopify.target-gender [list.metaobject_reference],Heather grey Heavyweight Sweatpants,shopify--target-gender.male,per Rule G8
Heavyweight Sweatpants,metafield:Metafield: shopify.target-gender [list.metaobject_reference],Pitch Black Heavyweight Sweatpants,shopify--target-gender.male,per Rule G8
Heavyweight Sweatpants,metafield:Metafield: shopify.target-gender [list.metaobject_reference],Amethyst Heavyweight Sweatpants,(null),per Rule G8
Heavyweight Sweatpants,metafield:Metafield: shopify.target-gender [list.metaobject_reference],Amethyst Camo Heavyweight Sweatpants,(null),per Rule G8
Heavyweight Sweatpants,metafield:Metafield: shopify.target-gender [list.metaobject_reference],Arctic Camo Heavyweight Sweatpants,(null),per Rule G8
Heavyweight Sweatpants,metafield:Metafield: shopify.target-gender [list.metaobject_reference],Cherry Blossom Heavyweight Sweats,shopify--target-gender.unisex,per Rule G8
Heavyweight Pullover,compare_at_price,Heather Grey Heavyweight Pullover,$75.0,keep per-variant (Rule G3)
Heavyweight Pullover,compare_at_price,Forest Green Heavyweight Pullover,$None,keep per-variant (Rule G3)
Heavyweight Pullover,compare_at_price,Navy Heavyweight Pullover,$None,keep per-variant (Rule G3)
Heavyweight Pullover,compare_at_price,Washed Red Heavyweight Pullover,$None,keep per-variant (Rule G3)
Heavyweight Pullover,compare_at_price,Pitch Black Heavyweight Pullover,$75.0,keep per-variant (Rule G3)
Heavyweight Pullover,compare_at_price,Gunmetal Grey Heavyweight Pullover,$75.0,keep per-variant (Rule G3)
Heavyweight Pullover,compare_at_price,Faded Black Heavyweight Pullover,$75.0,keep per-variant (Rule G3)
